,it,it_time,total_time,total_area,energy,sat_0_x,sat_0_y,sat_1_x,sat_1_y,sat_2_x,sat_2_y,sat_3_x,sat_3_y,sat_4_x,sat_4_y,sat_5_x,sat_5_y,sat_6_x,sat_6_y,sat_7_x,sat_7_y,sat_8_x,sat_8_y,sat_9_x,sat_9_y,sat_10_x,sat_10_y,sat_11_x,sat_11_y,sat_12_x,sat_12_y,sat_13_x,sat_13_y,sat_14_x,sat_14_y
0,0,0.017998695373535156,0.017998695373535156,174271.0402710405,5.95469575132006,5.292157037902992,1.20047162510167,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-7.658969447502236,1.9608557863210818,-2.6633572428903385,-5.942389404671781,-5.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.1971390369203907,-8.31777826927995,7.491601174761022,-6.7359649451142065,-7.748389898909834,-3.4618510909560283,9.51292431987054,0.5684989126437404,7.579104721067996,5.309764164590201,-1.0493465403346107,6.0704158493099225
1,1,0.008015871047973633,0.02601456642150879,173126.73701305053,11.919676364065822,5.292157037902992,1.20047162510167,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-8.658969447502237,1.960855786321082,-2.6633572428903385,-5.942389404671781,-5.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.1971390369203907,-8.31777826927995,7.491601174761022,-6.7359649451142065,-7.748389898909834,-3.4618510909560283,9.51292431987054,0.5684989126437404,8.480073588970415,5.7436479037077595,-1.0493465403346107,6.0704158493099225
2,2,0.008569717407226562,0.03458428382873535,171372.9866724095,2.8449575364438715,5.292157037902992,1.20047162510167,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-9.559938315404656,2.39473952543864,-2.6633572428903385,-5.942389404671781,-5.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.1971390369203907,-8.31777826927995,6.590632306858603,-6.3020812059966484,-8.371879700768568,-4.243682573424058,10.51292431987054,0.5684989126437404,9.381042456872834,6.1775316428253175,-1.0493465403346107,6.0704158493099225
3,3,0.0070002079010009766,0.04158449172973633,170475.42256795254,9.40730525218828,5.292157037902992,1.20047162510167,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-9.559938315404656,2.39473952543864,-2.6633572428903385,-5.942389404671781,-5.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.1971390369203907,-8.31777826927995,6.590632306858603,-6.3020812059966484,-9.272848568670987,-4.677566312541616,10.51292431987054,0.5684989126437404,10.282011324775253,5.7436479037077595,-1.0493465403346107,6.0704158493099225
4,4,0.006011009216308594,0.04759550094604492,168210.79573488815,10.335293241506406,5.292157037902992,1.20047162510167,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-10.18342811726339,3.17657100790667,-2.6633572428903385,-5.942389404671781,-5.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,0.9746181029640761,-9.292706181461774,6.590632306858603,-6.3020812059966484,-10.173817436573406,-5.111450051659174,10.51292431987054,0.5684989126437404,10.905501126633986,6.525479386175789,-1.0493465403346107,6.0704158493099225
5,5,0.015650510787963867,0.06324601173400879,167522.7819159296,7.9804651583237955,4.301522451177951,1.3370114199752052,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-10.18342811726339,3.17657100790667,-2.6633572428903385,-5.942389404671781,-6.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.1971390369203905,-10.267634093643599,6.590632306858603,-6.3020812059966484,-10.173817436573406,-5.111450051659174,10.51292431987054,0.5684989126437404,10.905501126633986,6.525479386175789,-1.0493465403346107,6.0704158493099225
6,6,0.0,0.06324601173400879,166111.91198423284,5.286162743408795,4.301522451177951,1.3370114199752052,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-9.960907183307075,4.1514989200884935,-2.6633572428903385,-5.942389404671781,-6.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.1971390369203905,-10.267634093643599,5.967142504999869,-7.083912688464678,-11.074786304475825,-5.545333790776732,10.51292431987054,0.5684989126437404,11.52899092849272,7.307310868643818,-1.0493465403346107,6.0704158493099225
7,7,0.008190393447875977,0.07143640518188477,165460.01927163976,16.86667611297196,4.301522451177951,1.3370114199752052,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-10.861876051209494,4.585382659206052,-2.6633572428903385,-5.942389404671781,-6.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.1971390369203905,-10.267634093643599,5.744621571043555,-6.108984776282854,-11.074786304475825,-5.545333790776732,10.51292431987054,0.5684989126437404,12.52899092849272,7.307310868643818,-1.0493465403346107,6.0704158493099225
8,8,0.009516477584838867,0.08095288276672363,162626.04141008266,15.120701527834512,4.301522451177951,1.3370114199752052,2.9362139523172175,6.722679597604374,5.602673970449903,-2.9318336396292333,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-11.084396985165808,5.560310571387875,-2.6633572428903385,-5.942389404671781,-6.118810571875038,5.852326185695369,-3.9477222315345637,-1.3847538144441272,1.820628838779124,-11.04946557611163,5.744621571043555,-6.108984776282854,-11.975755172378244,-5.111450051659174,11.41389318777296,1.0023826517612986,13.429959796395138,7.7411946077613765,-1.672836342193344,6.852247331777953
9,9,0.013235807418823242,0.09418869018554688,160420.3324903813,15.774861598087682,4.301522451177951,1.3370114199752052,2.9362139523172175,6.722679597604374,6.226163772308636,-3.713665122097263,-0.30965655538067355,1.2317955058151169,0.9392031049527042,-2.5622872179051743,-11.306917919122123,6.535238483569699,-2.6633572428903385,-5.942389404671781,-6.742300373733771,6.6341576681633985,-3.9477222315345637,-1.3847538144441272,2.0431497727354384,-12.024393488293454,5.744621571043555,-6.108984776282854,-11.975755172378244,-5.111450051659174,12.037382989631693,0.22055116929326868,13.429959796395138,7.7411946077613765,-1.672836342193344,6.852247331777953
